Accelerometer
-2.7999125,-0.8900261,0.5931424
-1.2868631,-1.0846186,1.2339495
0.83422494,-1.4811869,1.7469971
2.9840605,-0.7939997,1.4927558
4.6423874,0.858201,0.6547642
6.713892,1.3653889,0.45017242
8.091359,2.1664543,1.8645036
9.290679,3.0089474,2.8214903
10.199132,2.8975601,3.1499152
10.945986,2.2786083,4.69729
11.269806,0.65517235,4.7516375
10.393469,-0.19278431,3.976664
8.302226,-0.22624588,4.2132816
7.108877,-0.5486622,2.7138255
6.199353,-0.74376965,1.5860051
4.9808784,-0.86835957,1.0149304
3.5097468,-0.5121069,0.6557734
1.3416215,-0.86108303,0.67533505
-1.9080516,-0.3344288,0.81505823
-4.469353,0.6910639,-0.6149305
-5.2799807,1.1817122,-2.8625827
-6.008559,0.5792761,-3.55388
-7.278408,0.19786167,-3.3726315
-8.283786,0.19688892,-2.5190775
-8.791467,0.3998747,-2.2025685
-9.193134,1.2184792,-1.8707569
-8.891522,1.7190065,-1.21163
-7.457018,1.5372772,0.23104262
-5.609295,0.77507687,0.2614869
-3.705698,-0.6750555,0.39456558
-1.5276464,-1.5532312,0.62489223
0.029291153,-1.9174271,0.30185127
1.3469213,-1.320425,0.22227693
2.4435472,-0.31190586,0.40056485
3.8848274,1.1559,0.5644458
5.971244,1.2990532,0.7049445
8.384061,1.6097326,1.3956282
9.413733,2.2279758,3.0925245
9.87037,3.152278,4.4697614
9.702296,4.0119047,4.660501
9.689697,3.1321697,3.9879138
9.198231,1.3158121,4.630214
9.066193,-0.6451025,2.8865366
8.346317,-1.3250637,1.3413668
6.6798697,-0.30163288,0.40481257
4.488493,0.22123623,2.156269
3.6201575,-0.53993034,1.2047838
2.6577606,-0.3654852,-0.5106845
1.0674355,0.74026203,-1.0351081
-1.3902948,1.0234003,-0.6975715
-3.6737201,1.745286,0.62469065
-5.7044525,1.7106705,0.33761656
-6.6238737,1.2909956,-0.3926977
-7.155313,1.0675659,-1.2627794
-8.348645,1.1312017,-0.935167
-8.089489,0.6446152,-0.6482322
-7.797201,0.41062164,-0.5868653
-6.7411056,0.25506687,-1.0293794
-5.787011,-0.10064793,-0.6809417
-4.67074,-0.16373825,-0.6872661
-3.4718087,-0.30451107,0.072407484
-1.8059484,-1.0758286,0.057736397
-0.46423984,-1.1605883,0.38090336
1.4605145,-0.8864193,0.0818218
3.3859751,-0.5587988,-0.122679174
5.7116957,-0.27998638,-0.08189911
7.594596,0.6053877,0.4192201
9.677239,1.4322023,1.2222735
11.482637,2.2944489,0.49185348
11.700566,2.1002579,3.2220669
11.693951,0.9434862,5.2670493
10.367277,0.09226704,6.203109
8.842236,-0.1842823,4.380039
6.7166495,0.13073635,2.7677011
4.952379,0.040942192,1.6225923
2.8631854,0.30765438,-0.06517547
0.7966283,0.7482624,-0.52592564
-1.028747,0.17695332,-1.2644265
-2.392016,-0.1640606,-2.0996892
-3.489222,-0.6645088,-2.5859013
-4.364702,-1.0045071,-2.1263595
-4.714354,-1.197299,-1.7952337
-5.493664,-1.5897017,-1.2768754
-6.2660303,-1.3930082,-0.589258
-7.310748,-0.94631195,0.461635
-7.29257,0.44616222,0.12734306
-6.6415167,1.3104467,-0.8180717
-5.9111876,1.7508087,-0.58198553
